"tag1","tag2","title","link","journal","time","abstract"
"epidemiology","","A mathematical model for estimating the age-specific transmissibility of a novel coronavirus","https://www.medrxiv.org/content/10.1101/2020.03.05.20031849v1","medRxiv","2020/3/5","Background: A novel coronavirus named as ""SARS-CoV-2"" has spread widely in many countries since December 2019, especially in China. This study aimed to quantify the age-specific transmissibility by using a mathematical model.Methods: An age-specific susceptible - exposed - symptomatic - asymptomatic - recovered - seafood market (SEIARW) model was developed based on two suspected transmission routes (from market to person and person to person). The susceptible people from Wuhan City were divided into different age groups. We used the subscript i and j to represent age group 1 to 4 (1: <= 14 years; 2: 15-44 years; 3: 45-64 years; 4: >= 65 years) and 1 to 5 (1: <= 5 years; 2: 6-14 years; 3: 15-24 years; 4: 25-59 years; 4: >= 60 years), respectively. Data of reported COVID-19 cases were collected from one published literature from 26 November to 22 December, 2019 in Wuhan City, China. The age-specific transmissibility of the virus was estimated accordingly secondary attack rate (SAR). Results: The age-specific SEIARW model fitted with the reported data well by dividing the population into four age groups (<e2><U+0094>? = 4.99  10-6, P > 0.999), and five age groups (<e2><U+0094>? = 4.85  10-6, P > 0.999). Based on the four-age-group SEIARW model, the highest transmissibility occurred from age group 2 to 3 (SAR23 = 17.56 per 10 million persons), followed by from age group 3 to 2 (SAR32 = 10.17 per 10 million persons). The lowest transmissibility occurred from age group 1 to 2 (SAR12 = 0.002 per 10 million persons). Based on the five-age-group SEIARW model, the highest transmissibility occurred from age group 4 to 5 (SAR45 = 12.40 per 10 million persons), followed by from age group 5 to 4 (SAR54 = 6.61 per 10 million persons). The lowest transmissibility occurred from age group 3 to 4 (SAR34 = 0.0002 per 10 million persons).Conclusions: SARS-CoV-2 has high transmissibility among adults and elder people but low transmissibility among children and young people."
"pathogenic","","Bridging the gap: Using reservoir ecology and human serosurveys to estimate Lassa virus incidence in West Africa","https://www.biorxiv.org/content/10.1101/2020.03.05.979658v1","bioRxiv","2020/3/5","Forecasting how the risk of pathogen spillover changes over space is essential for the effective deployment of interventions such as human or wildlife vaccination. However, due to the sporadic nature of spillover events, developing robust predictions is challenging. Recent efforts to overcome this obstacle have capitalized on machine learning to predict spillover risk. A weakness of these approaches has been their reliance on human infection data, which is known to suffer from strongly biased reporting. We develop a novel approach that combines sub-models for reservoir species distribution, pathogen distribution, and transmission into the human population. We apply our method to Lassa virus, a zoonotic pathogen with a high threat of emergence in West Africa. The resulting model predicts the distribution of Lassa virus spillover risk and allows us to revise existing estimates for the annual number of new human infections. Our model predicts that between 961,300 4,037,400 humans are infected by Lassa virus each year, an estimate that exceeds current conventional wisdom. Our model also predicts that Nigeria accounts for more than half of all new Lassa cases in humans, making it a high-risk area for Lassa virus to become an emergent pathogen."
"epidemiology","","AI boosted molecular MRI for apoptosis detection in oncolytic virotherapy","https://www.biorxiv.org/content/10.1101/2020.03.05.977793v1","bioRxiv","2020/3/5","Oncolytic virotherapy is a promising treatment for high mortality cancers1. Non-invasive imaging of the underlying molecular processes is an essential tool for therapy optimization and assessment of viral spread, innate immunity, and therapeutic response2, 3. However, previous methods for imaging oncolytic viruses did not correlate with late viral activity4 or had poor sensitivity and specificity5. Similarly, methods developed to image treatment response, such as apoptosis, proved to be slow, nonspecific, or require the use of radioactive or metal-based contrast agents6?. To date, no method has been widely adopted for clinical use. We describe here a new method for fast magnetic resonance molecular imaging with quantitative proton chemical-exchange specificity to monitor oncolytic virotherapy treatment response. A deep neural network enabled the computation of quantitative biomarker maps of protein and lipid/macromolecule concentrations as well as intracellular pH in a glioblastoma multiforme mouse brain tumor model. Early detection of apoptotic response to oncolytic virotherapy, characterized by decreased cytosolic pH and protein synthesis, was observed in agreement with histology. Clinical translation was demonstrated in a normal human subject, yielding molecular parameters in good agreement with literature values9. The developed method is directly applicable to a wide range of pathologies, including stroke10, cancer11?3, and neurological disorders14, 15."
"diagnosis","","Only 40% of the world¡¯s forests are in good health","https://www.biorxiv.org/content/10.1101/2020.03.05.978858v1","bioRxiv","2020/3/5","Many global environmental agendas, including halting biodiversity loss, reversing land degradation, and limiting climate change, depend upon retaining forests with high ecological integrity, yet the scale and degree of forest modification remains poorly quantified and mapped. By integrating data on direct and indirect forest pressures and lost forest connectivity, we generate the first globally-consistent, continuous index of forest condition as determined by degree of anthropogenic modification, which we term ¡®forest health¡¯. Globally, only 17.4 million km2 of forest (40.5%) can be considered in high health (mostly found in Canada, Russia, the Amazon, Central Africa and New Guinea) and only 27% of this area is found in nationally-designated protected areas. Of all the world¡¯s forests found within protected areas, only 56% can be considered in high health. Ambitious policies that prioritize the retention of forest health are now urgently needed alongside current efforts aimed at restoring the health of forests globally."
"virus","","A high-resolution map of bacteriophage ?X174 transcription","https://www.biorxiv.org/content/10.1101/2020.03.05.979765v1","bioRxiv","2020/3/5","Bacteriophage ?X174 is a model virus for studies across the fields of structural biology, genetics, gut microbiome, and synthetic biology, but did not have a high-resolution transcriptome until this work. In this study we used next-generation sequencing to measure the RNA produced from ?X174 while infecting its host E. coli C. We broadly confirm the past transcriptome model while revealing several interesting deviations from previous knowledge. Additionally, we measure the strength of canonical ?X174 promoters and terminators and discover both a putative new promoter that may be activated by heat shock sigma factors, as well as rediscover a controversial Rho-dependent terminator. We also provide evidence for the first antisense transcription observed in the Microviridae family, identify two promoters that may be involved in generating this transcriptional activity, and discuss possible reasons why this RNA may be produced."
"epidemiology","","Estimating the generation interval for COVID-19 based on symptom onset data","https://www.medrxiv.org/content/10.1101/2020.03.05.20031815v1","medRxiv","2020/3/5","Background: Estimating key infectious disease parameters from the COVID-19 outbreak is quintessential for modelling studies and guiding intervention strategies. Whereas different estimates for the incubation period distribution and the serial interval distribution have been reported, estimates of the generation interval for COVID-19 have not been provided.Methods: We used outbreak data from clusters in Singapore and Tianjin,China to estimate the generation interval from symptom onset data whileacknowledging uncertainty about the incubation period distribution and the underlying transmission network. From those estimates we obtained the proportions pre-symptomatic transmission and reproduction numbers.Results: The mean generation interval was 5.20 (95%CI 3.78-6.78) days for Singapore and 3.95 (95%CI 3.01-4.91) days for Tianjin, China when relying on a previously reported incubation period with mean 5.2 and SD 2.8 days. The proportion of pre-symptomatic transmission was 48% (95%CI 32-67%) for Singapore and 62% (95%CI 50-76%) for Tianjin, China. Estimates of the reproduction number based on the generation interval distribution were slightly higher than those based on the serial interval distribution.Conclusions: Estimating generation and serial interval distributions from outbreak data requires careful investigation of the underlying transmission network. Detailed contact tracing information is essential for correctly estimating these quantities."
"diagnosis","","COVID-19 early warning score: a multi-parameter screening tool to identify highly suspected patients","https://www.medrxiv.org/content/10.1101/2020.03.05.20031906v1","medRxiv","2020/3/5","BACKGROUND Corona Virus Disease 2019 (COVID-19) is spreading worldwide. Effective screening for patients is important to limit the epidemic. However, some defects make the currently applied diagnosis methods are still not very ideal for early warning of patients. We aimed to develop a diagnostic model that allows for the quick screening of highly suspected patients using easy-to-get variables.METHODS A total of 1,311 patients receiving severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) nucleicacid detection were included, whom with a positive result were classified into COVID-19 group. Multivariate logistic regression analyses were performed to construct the diagnostic model. Receiver operating characteristic (ROC) curve analysis were used for model validation.RESULTS After analysis, signs of pneumonia on CT, history of close contact, fever, neutrophil-to-lymphocyte ratio (NLR), Tmax and sex were included in the diagnostic model. Age and meaningful respiratory symptoms were enrolled into COVID-19 early warning score (COVID-19 EWS). The areas under the ROC curve (AUROC) indicated that both of the diagnostic model (training dataset 0.956 [95%CI 0.935-0.977, P < 0.001]; validation dataset 0.960 [95%CI 0.919-1.0, P < 0.001] ) and COVID-19 EWS (training dataset 0.956 [95%CI 0.934-0.978, P < 0.001] ; validate dataset 0.966 [95%CI 0.929-1, P < 0.001]) had good discrimination capacity. In addition, we also obtained the cut-off values of disease severity predictors, such as CT score, CD8+ T cell count, CD4+ T cell count, and so on.CONCLUSIONS The new developed COVID-19 EWS was a considerable tool for early and relatively accurately warning of SARS-CoV-2 infected patients."
"virus","","Direct RNA sequencing and early evolution of SARS-CoV-2","https://www.biorxiv.org/content/10.1101/2020.03.05.976167v1","bioRxiv","2020/3/5","The rapid sharing of sequence information as seen throughout the current SARS-CoV-2 epidemic, represents an inflection point for genomic epidemiology. Here we describe aspects of coronavirus evolutionary genetics revealed from these data, and provide the first direct RNA sequence of SARS-CoV-2, detailing coronaviral subgenome-length mRNA architecture."
"clinic","","Brief Report: First Case of 2019 Novel Coronavirus in the United States","https://www.nejm.org/doi/full/10.1056/NEJMoa2001191","NEJM","2020/3/5","On January 19, 2020, a 35-year-old man presented to an urgent care clinic in Snohomish County, Washington, with a 4-day history of cough and subjective fever. On checking into the clinic, the patient put on a mask in the waiting room. After waiting approximately 20 minutes, he was taken into an examination room and underwent evaluation by a provider. He disclosed that he had returned to Washington State on January 15 after traveling to visit family in Wuhan, China. The patient stated that he had seen a health alert from the U.S. Centers for Disease Control and Prevention (CDC) about the novel coronavirus outbreak in China and, because of his symptoms and recent travel, decided to see a health care provider."
"epidemiology","","The impact of social distancing and epicenter lockdown on the COVID-19 epidemic in mainland China: A data-driven SEIQR model study","https://www.medrxiv.org/content/10.1101/2020.03.04.20031187v1","medRxiv","2020/3/4","The outbreak of coronavirus disease 2019 (COVID-19) which originated in Wuhan, China, constitutes a public health emergency of international concern with a very high risk of spread and impact at the global level. We developed data-driven susceptible-exposed-infectious-quarantine-recovered (SEIQR) models to simulate the epidemic with the interventions of social distancing and epicenter lockdown. Population migration data combined with officially reported data were used to estimate model parameters, and then calculated the daily exported infected individuals by estimating the daily infected ratio and daily susceptible population size. As of Jan 01, 2020, the estimated initial number of latently infected individuals was 380.1 (95%-CI: 379.8~381.0). With 30 days of substantial social distancing, the reproductive number in Wuhan and Hubei was reduced from 2.2 (95%-CI: 1.4~3.9) to 1.58 (95%-CI: 1.34~2.07), and in other provinces from 2.56 (95%-CI: 2.43~2.63) to 1.65 (95%-CI: 1.56~1.76). We found that earlier intervention of social distancing could significantly limit the epidemic in mainland China. The number of infections could be reduced up to 98.9%, and the number of deaths could be reduced by up to 99.3% as of Feb 23, 2020. However, earlier epicenter lockdown would partially neutralize this favorable effect. Because it would cause in situ deteriorating, which overwhelms the improvement out of the epicenter. To minimize the epidemic size and death, stepwise implementation of social distancing in the epicenter city first, then in the province, and later the whole nation without the epicenter lockdown would be practical and cost-effective."
"pathogenic","clinic","Human Kidney is a Target for Novel Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection","https://www.medrxiv.org/content/10.1101/2020.03.04.20031120v2","medRxiv","2020/3/4","BACKGROUND The coronavirus disease 2019 (COVID-19) is a newly emerged infection from the novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Apart from the respiratory system, it is unclear whether SARS-CoV-2 can also directly infect other tissues such as the kidney or induce acute renal failure.METHODS We conducted a retrospective analysis of estimated glomerular filtration rate (eGFR), plasma creatinine, and urea concentrations along with other clinical parameters from 85 patients with laboratory-confirmed COVID-19 admitted to a hospital in Wuhan from January 17, 2020 to March 3, 2020. Kidney tissues from six other patients with postmortem examinations were analyzed by Hematoxylin and Eosin (H&E) and in situ expression of viral nucleocaspid protein (NP) antigen was detected by immunohistochemistry.RESULTS Among these 85 COVID-19 cases, 27.06% (23/85) patients exhibited acute renal failure (ARF), and elder patients (<e2><U+0097>?60 years old) are easier to develop ARF (65.22% vs 24.19%, p< 0.001). Comorbidities of disorders like hypertension and heart failure were more common in patients who developed ARF (69.57% vs 11.29%, p< 0.001). Dynamic observation of eGFR revealed that perished cases have a rapid decrease of eGFR but quickly boosting plasma creatinine and urea. On the other hand, enhancement of eGFR and persistence low level of plasma creatinine and urea was observed in recovery patients following diuretic treatment. H&E staining demonstrated kidney tissues from 6 cases of postmortems have severe acute tubular necrosis but no evidence of glomerular pathology or tubulointerstitial lymphocyte infiltration. Immunohistochemistry showed that SARS-CoV-2 NP antigen was accumulated in kidney tubules.  CONCLUSIONS The development of ARF during the course of disease is an important negative prognostic indicator for survival with COVID-19. SARS-CoV-2 virus directly infects human kidney tubules by thus induces acute tubular damage, ARF and probably also lead to urine transmission."
"clinic","","Comparison of severe and non-severe COVID-19 pneumonia: review and meta-analysis","https://www.medrxiv.org/content/10.1101/2020.03.04.20030965v1","medRxiv","2020/3/4","Objective: To compare the difference between severe and non-severe COVID-19 pneumonia and figure out the potential symptoms lead to severity.Methods: Articles from PubMed, Embase, Cochrane database, and google up-to 24 February 2020 were systematically reviewed. Eighteen Literatures were identified with cases of COVID-19 pneumonia. The extracted data includes clinical symptoms, age, gender, sample size and region et al were systematic reviewed and meta analyzed.Results: 14 eligible studies including 1,424 patients were analyzed. Symptoms like fever (89.2%), cough (67.2%), fatigue (43.6%) were common, dizziness, hemoptysis, abdominal pain and conjunctival congestion/conjunctivitis were rare. Polypnea/dyspnea in severe patients were significantly higher than non-severe (42.7% vs.16.3%, P<0.0001). Fever and diarrhea were higher in severe patients(p=0.0374and0.0267). Further meta-analysis showed incidence of fever(OR1.70,95%CI 1.01-2.87), polypnea/dyspnea(OR3.53, 95%CI 1.95-6.38) and diarrhea(OR1.80,95%CI 1.06-3.03) was higher in severe patients, which meant the severe risk of patients with fever, polypnea/dyspnea, diarrhea were 1.70, 3.53, 1.80 times higher than those with no corresponding symptoms. Conclusions: Fever, cough and fatigue are common symptoms in COVID-19 pneumonia. Compared with non-severe patients, the symptoms as fever, polypnea/dyspnea and diarrhea are potential symptoms lead to severity."
"diagnosis","clinic","Nanopore target sequencing for accurate and comprehensive detection of SARS-CoV-2 and other respiratory viruses","https://www.medrxiv.org/content/10.1101/2020.03.04.20029538v1","medRxiv","2020/3/4","The ongoing novel coronavirus pneumonia COVID-19 outbreak in Wuhan, China, has engendered numerous cases of infection and death. COVID-19 diagnosis relies upon nucleic acid detection; however, current recommended methods exhibit high false-negative rates, low sensitivity, and cannot identify other respiratory virus infections, thereby resulting patient misdiagnosis and impeding epidemic containment. Combining the advantages of target amplification and long-read, real-time nanopore sequencing, we developed nanopore target sequencing (NTS) to detect SARS-CoV-2 and other respiratory viruses simultaneously within 6-10 h. Parallel testing with approved qPCR kits of SARS-CoV-2 and NTS using 61 nucleic acid samples from suspected COVID-19 cases confirmed that NTS identified more infected patients as positive, and could also monitor for mutated nucleic acid sequence or other respiratory virus infection in the test sample. NTS is thus suitable for contemporary COVID-19 diagnosis; moreover, this platform can be further extended for diagnosing other viruses or pathogens."
"clinic","","Case fatality risk of novel coronavirus diseases 2019 in China","https://www.medrxiv.org/content/10.1101/2020.03.04.20031005v1","medRxiv","2020/3/4","Objective The outbreak of novel coronavirus disease 2019 (COVID-19) imposed a substantial health burden in mainland China and remains a global epidemic threat. Our objectives are to assess the case fatality risk (CFR) among COVID-19 patients detected in mainland China, stratified by clinical category and age group.Method We collected individual information on laboratory-confirmed COVID-19 cases from publicly available official sources from December 29, 2019 to February 23, 2020. We explored the risk factors associated with mortality. We used methods accounting for right-censoring and survival analyses to estimate the CFR among detected cases. Results Of 12,863 cases reported outside Hubei, we obtained individual records for 9,651 cases, including 62 deaths and 1,449 discharged cases. The deceased were significantly older than discharged cases (median age: 77 vs 39 years, p<0.001). 58% (36/62) were male. Older age (OR 1.18 per year; 95%CI: 1.14 to 1.22), being male (OR 2.02; 95%CI: 1.02 to 4.03), and being treated in less developed economic regions (e.g., West and Northeast vs. East, OR 3.93; 95%CI: 1.74 to 8.85) were mortality risk factors. The estimated CFR was 0.89-1.24% among all cases. The fatality risk among critical patients was 2-fold higher than that among severe and critical patients, and 24-fold higher than that among moderate, severe and critical patients.Conclusions Our estimates of CFR based on laboratory-confirmed cases ascertained outside of Hubei suggest that COVID-19 is not as severe as severe acute respiratory syndrome and Middle East respiratory syndrome, but more similar to the mortality risk of 2009 H1N1 influenza pandemic in hospitalized patients. The fatality risk of COVID-19 is higher in males and increases with age. Our study improves the severity assessment of the ongoing epidemic and can inform the COVID-19 outbreak response in China and beyond."
"clinic","","Clinical characteristics of 101 non-surviving hospitalized patients with COVID-19: A single center, retrospective study","https://www.medrxiv.org/content/10.1101/2020.03.04.20031039v1","medRxiv","2020/3/4","ABSTRACT OBJECTIVETo study the clinical characteristics of non-surviving hospitalized patients with confirmed COVID-19 in Wuhan, China, and tracked the causes of the death.  DESIGNRetrospective case series.SETTINGTwo campus of Renmin Hospital of Wuhan University in Wuhan, China, and is responsible for the treatments for COVID-19 assigned by the governmentPARTICIPANTS101 non-surviving hospitalized patients with confirmed COVID-19. Data were collected from 1 January 2020 to 15 February 2020. MAIN OUTCOME MEASURESClinical data were collected using a standardized case report form. If information was not clear, the investigators in Wuhan contacted the doctor responsible for treating the patients or family members of non-survivors for clarification.  RESULTSOf 121 died patients with confirmed COVID-19, 101 cases with relatively complete medical records were included. The median age of the 101 non-survivors were 71 years (IQR, 59-80), 60 (59.41%) were men. 82 (81.19%) had fever, 82 (81.19%) had 1 or more comorbidities including hypertension (59 [58.42%]) and diabetes (22 [21.78%]) etc. The median course from hospitalization to death was 4d (IQR, 2-7d). Of 101 died patients, 100 (99.01%) suffered respiratory failure, 53 (52.48%) developed acute myocardial injury, acute kidney and liver injury occurred in 23 (22.77%) and 18 (17.82%) patients, respectively. Chest computed tomographic scans of non-survivors showed vast and fused ground-glass shadows. Compared to patients who survived 3 days, no statistical difference was noticed on lung severity score (11.91 vs 12.07) in patients who died within 3 days. Furthermore, significant elevated laboratory indicators including hypersensitive troponin (1.98 vs 0.2ng/ml), blood urea nitrogen (15.20 vs 10.08mmol/l), neutrophil count (11.23 vs 6.48 *109/L), procalcitonin (2.26 vs 0.58ng/ml) and lactic acid (3.80 vs 2.62 mmol/l) etc. were noted in patients who died with 3 days while PaO2 (54.75 vs 67.45mmHg), CD3% (51.57 vs 60.43%) and CD8% (16.42 vs 23.42%) were significantly depressed. CONCLUSION Older patients (>70 years) with comorbidities had a steeply increased risk of death when they suffered COVID-19. Besides respiratory failure, acute cardiac and kidney damage or failure, secondary to COVID-19, played a crucial role in causing death of patients."
"pathogenic","","Recent advances with alkaline phosphatase isoenzymes and their inhibitors","https://onlinelibrary.wiley.com/doi/10.1002/ardp.202000011","Archiv der Pharmazie","2020/3/4","Alkaline phosphatases are found in different living species and play crucial roles in various significant functions, such as hydrolyzing a variable spectrum of phosphate\containing physiological compounds, contributing to DNA synthesis, bone calcification, and attenuation of inflammation. They are homodimeric enzymes; each subunit contains one magnesium ion and two zinc ions crucial for the catalytic activity of the enzyme. Alkaline phosphatases exist in four distinct isoenzymes (placental, intestinal, germ cell, and tissue nonspecific alkaline phosphatases), which are expressed by four different genes; each one of them has distinguished functions. Any disturbance in the gene expression of alkaline phosphatase eventually induces serious disease conditions. Thus, the need to explore new lead inhibitors has increased recently. In this literature review, we aim to investigate the role of alkaline phosphatase in different diseases and physiological conditions and to study the structure activity relationships of recently reported inhibitors. We focused on the lead compounds reported in the last 5 years (between 2015 and 2019)."
"medicine","pathogenic","The anti-tubercular activity of simvastatin is mediated by cholesterol-dependent regulation of autophagy via the AMPK-mTORC1-TFEB axis","https://www.biorxiv.org/content/10.1101/2020.03.04.977579v1","bioRxiv","2020/3/4","Statins, which inhibit both cholesterol biosynthesis and protein prenylation branches of the mevalonate pathway, increase anti-tubercular antibiotic efficacy in animal models. We investigated the mechanism of anti-tubercular action of simvastatin in Mycobacterium tuberculosis-infected human monocytic cells. We found that the anti-tubercular activity of statins was phenocopied by cholesterol-branch but not prenylation-branch inhibitors. Moreover, statin treatment blocked activation of mechanistic target of rapamycin complex 1 (mTORC1), activated AMP-activated protein kinase (AMPK) through increased intracellular AMP:ATP ratios, and favored nuclear translocation of transcription factor EB (TFEB). These mechanisms all induce autophagy, which is anti-mycobacterial. The biological effects of simvastatin on the AMPK-mTORC1-TFEB-autophagy axis were reversed by adding exogenous cholesterol to the cells. Overall, our data demonstrate that the anti-tubercular activity of simvastatin requires inhibiting cholesterol biosynthesis, reveal novel links between cholesterol homeostasis, AMPK-mTORC1-TFEB axis, and intracellular infection control, and uncover new anti-tubercular therapy targets."
"virus","pathogenic","An Integrated Systems Biology Approach Identifies the Proteasome as a Critical Host Machinery for ZIKV and DENV Replication","https://www.biorxiv.org/content/10.1101/2020.03.04.976548v1","bioRxiv","2020/3/4","The Zika (ZIKV) and dengue (DENV) flaviviruses exhibit similar replicative processes but distinct clinical outcomes. A systematic understanding of virus-host protein-protein interaction networks can reveal cellular pathways critical to viral replication and disease pathogenesis. Here we employed three independent systems biology approaches toward this goal. First, protein array analysis of direct interactions between individual ZIKV/DENV viral proteins and 20,240 human proteins revealed multiple conserved cellular pathways and protein complexes, including proteasome complexes. Second, an RNAi screen of 10,415 druggable genes to identify host proteins required for ZIKV infection uncovered proteasome proteins. Third, a high-throughput screening of 6,016 bioactive compounds for ZIKV inhibitors yielded 134 effective compounds, including six proteasome inhibitors that suppress both ZIKV and DENV replication. Integrative analyses of these orthogonal datasets pinpoints proteasome as critical host machinery for ZIKV/DENV replication. Our study provides multi-omics datasets for further studies of flavivirus-host interactions, disease pathogenesis, and new drug targets."
"pathogenic","","Molecular Ecology of Coral Reef Microorganisms in the Western Indian Ocean coast of Kenya","https://www.biorxiv.org/content/10.1101/2020.03.04.976431v1","bioRxiv","2020/3/4","Coral reefs face increased environmental threats from anthropomorphic climate change and pollution, from agriculture, industries and tourism. They are economically vital for many people worldwide, and harbour a fantastically diverse ecosystem, being the home for many species of fish and algae. Surprisingly little is known about the microbial communities living in and in the surrounding of coral reefs. Here we employ high throughput sequencing for investigating the bacteria living in the water column and upper sediment layer in close proximity to coral reefs on the Kenyan coast of the West Indian Ocean. We show that while the read-level taxonomic distribution of bacteria is similar with ones obtained from 16S metabarcoding, whole metagenome sequencing provides valuable functional insights not available with 16S metabarcoding. We find evidence of pollution, marked by the presence of Vibrio and more importantly the presence of antibiotic resistance notably to vancomycin, that we attribute to the use of avoparcin in agriculture. Additionally, 175 bacterial genomes not previously sequenced were discovered.Our study is the first whole-metagenome study from the West Indian Ocean, provides a much-needed baseline to study microbes surrounding coral reefs under different conditions as well as the microbiome of coral reefs."
"pathogenic","","Natural bacterial assemblages in Arabidopsis thaliana tissues become more distinguishable and diverse during host development","https://www.biorxiv.org/content/10.1101/2020.03.04.958165v2","bioRxiv","2020/3/4","To study the spatial and temporal dynamics of bacterial colonization under field conditions, we planted and sampled Arabidopsis thaliana during two years at two Michigan sites and surveyed colonists with 16S rRNA gene amplicon sequence variants (ASVs). Mosaic and dynamic bacterial assemblages revealed the plant as a patchwork of tissue habitats that differentiated with age. ASV prevalence patterns varied not only between roots and the phyllosphere but among phyllosphere tissues. Increasing assemblage diversity indicated that variants dispersed more widely over time, decreasing the importance of stochastic variation in early colonization relative to tissue differences. As tissues underwent developmental transitions, the root and phyllosphere assemblages became more distinct. This pattern was driven by common variants rather than those restricted to a particular tissue or transiently present at one developmental stage. Patterns also depended critically on fine phylogenetic resolution: when ASVs were grouped at coarse taxonomic levels, their associations with host tissue and age disappeared. Thus, the observed spatial and temporal variation in colonization depended upon bacterial traits that were less conserved than the family-level metabolic functions recently reported to govern ex situ plant microbiome assembly. Some colonists were consistently more successful at entering specific tissues, as evidenced by their repeatable spatial prevalence distributions across sites and years. However, these variants did not overtake plant assemblages, which instead became more even over time. Together, these results suggested that the increasing effect of tissue type was related to colonization bottlenecks for specific ASVs rather than to their ability to dominate other colonists once established.Importance The efficiency with which bacteria colonize plants is an important parameter in the study of microbial community assembly and bacterial pathogenesis. We sampled roots and each emerging shoot tissue throughout an annual plant<ec><U+0085>?life cycle in order to better understand where, when, and how the host influenced the bacterial portion of its microbiome in field conditions. Host plant filtering produced distinct microbiomes in roots and shoots as well as in different above-ground tissues. Mature tissue samples provided better insight into the host<ec><U+0085>?role in shaping assembly since microbiome composition became more tightly linked to tissue differences, particularly between leaves and roots, as development progressed. These tissue differences disappeared at taxonomic levels higher than genus. Thus, this host effect might depend on recently acquired bacterial traits related to successful colonization of the leaf niche rather than on more deeply conserved metabolic traits.supplemental files updatedmargins adjusted in manuscripthttps://github.com/krbeilsmith/KBMP2020_Microbeshttps://www.ncbi.nlm.nih.gov/bioproject/PRJNA607544"
"clinic","","Cargo crowding drives sorting stringency in COPII vesicles","https://www.biorxiv.org/content/10.1101/2020.03.04.976183v1","bioRxiv","2020/3/4","Accurate maintenance of organelle identity in the secretory pathway relies on retention and retrieval of resident proteins. In the endoplasmic reticulum (ER), secretory proteins are packaged into COPII vesicles that largely exclude ER residents and misfolded proteins by mechanisms that remain unresolved. Here we combined biochemistry and genetics with correlative light and electron microscopy (CLEM) to explore how selectivity is achieved. Our data suggest that vesicle occupancy dictates ER retention: in the absence of abundant cargo, non-specific bulk flow increases. We demonstrate that ER leakage is influenced by vesicle size and cargo occupancy: overexpressing an inert cargo protein, or reducing vesicle size restores sorting stringency. We propose that cargo recruitment into vesicles creates lumenal steric pressure that drives selectivity. Sorting stringency is thus an emergent property of the biophysical process of cargo enrichment into a constrained spherical membrane-bound carrier.Summary Combining correlative light and electron microscopy with yeast genetics and biochemistry, Gomez-Navarro, Melero and colleagues show that cargo recruitment into a constrained COPII vesicle restricts bulk flow, thereby contributing to sorting stringency and ER quality control."
"diagnosis","","Serological detection of 2019-nCoV respond to the epidemic: A useful complement to nucleic acid testing","https://www.medrxiv.org/content/10.1101/2020.03.04.20030916v2","medRxiv","2020/3/4","Corona Virus Disease 2019 (COVID-19) has spread rapidly to more than 70 countries and regions overseas and over 80000 cases have been infected, resulting in more than three thousand deaths. Rapid diagnosis of patients remains a bottleneck in containing the progress of the epidemic. We used automated chemiluminescent immunoassay to detect serum IgM and IgG antibodies to 2019-nCoV of 736 subjects. COVID-19 patients were becoming reactive(positive) for specific antibodies from 7-12 days after the onset of morbidity. Specific IgM and IgG increased with the progression of the disease. The areas under the ROC curves of IgM and IgG were 0.988 and 1.000, respectively. Specific antibody detection has good sensitivity and specificity. Detection of specific antibodies in patients with fever can be a good distinction between COVID-19 and other diseases, so as to be a complement to nucleic acid diagnosis to early diagnosis of suspected cases."
"diagnosis","clinic","Restoration of leukomonocyte counts is associated with viral clearance in COVID-19 hospitalized patients","https://www.medrxiv.org/content/10.1101/2020.03.03.20030437v1","medRxiv","2020/3/3","Background: Viral clearance is one important indicator for the recovery of SARS-CoV-2 infected patients. Suboptimal T and B cell responses can delay viral clearance in MERS and SARS patients. The role of leukomonocytes in viral clearance of COVID-19 patients is not yet well defined.Methods: From January 26 to February 28, 2020, an observational study was launched at Zhongnan Hospital of Wuhan University, Wuhan, China. We enrolled 25 laboratory-confirmed COVID-19 patients, whose throat-swab specimens were tested positive for SARS-CoV-2 infection by qRT-PCR. We comprehensively analyzed clinical records, counts of lymphocyte subsets including CD3+, CD4+, CD8+ T cells, B cells and NK cells in the patients who successfully cleared SARS-CoV-2, and compared to those that failed to, after a standardized treatment of 8-14 days. Findings: In 25 enrolled COVID-19 patients, lymphopeniawas a common feature. After the treatment, 14 patients were tested negative for SARS-CoV-2. The patients that cleared the infection had restored the numbers of CD3+, CD4+, CD8+ T cellsand B cells as compared to the still viral RNA positive patients, while the recovered patients had a higher count of leukomonocytes. Conclusions: By comparison of leukomonocytes counts in COVID-19 patients at different stages of the disease, we found that CD3+, CD4+, CD8+ T cells and B cells appear to play important roles in viral clearance. The restoration of leukomonocytes counts from peripheral blood can be used as prognosis for the recovery of an COVID-19 infection. We propose that restoration of leukomonocytes counts can be added to the COVID-19 diagnostic guidanceas a criterion for releasing and discharging patients."
